Month,Longitudes,Latitudes,Elevation,ExtSR,MonthlyAvgI_HP,MonthlyAvgI_IncP,OptSlopeAngle,MontlyAvgI_B,Ratio_D_G
April,85.529,20.918,59,1.367,213.41,207.53,26,204.14,0.3
May,85.529,20.918,59,1.367,204.92,185.73,26,166.45,0.37
June,85.529,20.918,59,1.367,174.4,155.85,26,111.34,0.49
July,85.529,20.918,59,1.367,114.93,106.59,26,41.82,0.73
August,85.529,20.918,59,1.367,118.57,114,26,55.53,0.64
September,85.529,20.918,59,1.367,122.43,124.8,26,71.31,0.56
October,85.529,20.918,59,1.367,153.25,173.35,26,134.12,0.41
November,85.529,20.918,59,1.367,152.91,195.28,26,178.81,0.31
December,85.529,20.918,59,1.367,146.98,198.47,26,186.23,0.31
January,86.724,20.655,6,1.367,148.63,192.08,26,174.2,0.33
February,86.724,20.655,6,1.367,143.09,168.12,26,141.86,0.37
March,86.724,20.655,6,1.367,191.49,204.99,26,175.39,0.35
April,86.724,20.655,6,1.367,202.47,197.5,26,179.84,0.33
May,86.724,20.655,6,1.367,193.04,176.4,26,146.97,0.4
June,86.724,20.655,6,1.367,173.23,155.39,26,111.88,0.49
July,86.724,20.655,6,1.367,126.84,117.59,26,52.58,0.68
August,86.724,20.655,6,1.367,129.03,124.06,26,60.18,0.64
September,86.724,20.655,6,1.367,129.88,132.44,26,78.87,0.55
October,86.724,20.655,6,1.367,160.63,182.39,26,150.1,0.38
November,86.724,20.655,6,1.367,152.06,192.99,26,176.66,0.32
December,86.724,20.655,6,1.367,147.15,196.9,26,184.45,0.31
January,87.111,22.583,84,1.367,142.33,189.55,27,173.75,0.33
February,87.111,22.583,84,1.367,150.66,182.59,27,161.72,0.34
March,87.111,22.583,84,1.367,187.46,203.91,27,179.78,0.33
April,87.111,22.583,84,1.367,208.75,204.89,27,186.56,0.34
May,87.111,22.583,84,1.367,199.08,182.85,27,147.12,0.42
June,87.111,22.583,84,1.367,181.7,163.5,27,116.9,0.48
July,87.111,22.583,84,1.367,139.49,128.92,27,61.34,0.65
August,87.111,22.583,84,1.367,141.73,136.51,27,75.33,0.59
September,87.111,22.583,84,1.367,130.51,134.26,27,79.02,0.55
October,87.111,22.583,84,1.367,158.48,183.09,27,151.36,0.39
November,87.111,22.583,84,1.367,147.43,191.15,27,172.63,0.33
December,87.111,22.583,84,1.367,136.24,185.29,27,165.06,0.35
January,87.462,24.293,109,1.367,133.83,183.02,30,160.36,0.36
February,87.462,24.293,109,1.367,150.04,186.3,30,163.44,0.35
March,87.462,24.293,109,1.367,189.69,209.55,30,189.88,0.32
April,87.462,24.293,109,1.367,214.39,210.68,30,198.13,0.33
May,87.462,24.293,109,1.367,198.01,181.01,30,141.96,0.43
June,87.462,24.293,109,1.367,181.25,161.43,30,112.82,0.5
July,87.462,24.293,109,1.367,0,0,30,0,0.05
August,87.462,24.293,109,1.367,156.65,149.9,30,93,0.54
September,87.462,24.293,109,1.367,130.54,134.38,30,77.31,0.57
October,87.462,24.293,109,1.367,158.24,186.03,30,149.35,0.39
November,87.462,24.293,109,1.367,142.78,190.35,30,167.28,0.34
December,87.462,24.293,109,1.367,126.96,176.85,30,149.42,0.39
January,87.392,25.536,37,1.367,117.74,155.73,27,126.84,0.44
February,87.392,25.536,37,1.367,146.69,181.17,27,156.08,0.36
March,87.392,25.536,37,1.367,188.1,209.5,27,187.98,0.33
April,87.392,25.536,37,1.367,214.33,214.49,27,191.56,0.34
May,87.392,25.536,37,1.367,197.54,183.83,27,140,0.46
June,87.392,25.536,37,1.367,173.07,157.56,27,104.77,0.53
July,87.392,25.536,37,1.367,145.66,134.43,27,72.71,0.63
August,87.392,25.536,37,1.367,186.96,180.7,27,135.61,0.45
September,87.392,25.536,37,1.367,121.35,125.27,27,76.18,0.57
October,87.392,25.536,37,1.367,154.96,183.58,27,151.95,0.38
November,87.392,25.536,37,1.367,135.44,179.15,27,156.06,0.36
December,87.392,25.536,37,1.367,99.98,131.65,27,100.79,0.5
January,88.306,26.232,64,1.367,117.31,159,30,127.23,0.43
February,88.306,26.232,64,1.367,142.43,176.96,30,144.02,0.38
March,88.306,26.232,64,1.367,179.34,199.39,30,164.36,0.38
April,88.306,26.232,64,1.367,196.18,194.18,30,156.58,0.41
May,88.306,26.232,64,1.367,168.56,156.27,30,98.88,0.54
June,88.306,26.232,64,1.367,147.97,133.18,30,82.08,0.58
July,88.306,26.232,64,1.367,126.17,115.88,30,51.41,0.7
August,88.306,26.232,64,1.367,151.07,143.43,30,91.8,0.57
September,88.306,26.232,64,1.367,98.71,99.86,30,48.26,0.67
October,88.306,26.232,64,1.367,142.81,172.57,30,146.8,0.38
November,88.306,26.232,64,1.367,136.05,185.86,30,166.27,0.34
December,88.306,26.232,64,1.367,126.66,185.5,30,170.28,0.33
January,88.482,27.237,551,1.367,92.51,119.31,29,84.35,0.49
February,88.482,27.237,551,1.367,138.22,173.49,29,146.53,0.33
March,88.482,27.237,551,1.367,164.1,181.19,29,135.05,0.41
April,88.482,27.237,551,1.367,188.81,188.97,29,161.17,0.34
May,88.482,27.237,551,1.367,162.1,151.9,29,90.02,0.56
June,88.482,27.237,551,1.367,145.44,133.8,29,71.31,0.6
July,88.482,27.237,551,1.367,137.64,127.22,29,59.19,0.68
August,88.482,27.237,551,1.367,147.88,142.37,29,83.07,0.59
September,88.482,27.237,551,1.367,101.78,103.14,29,43.66,0.71
October,88.482,27.237,551,1.367,128.6,150.12,29,106.93,0.47
November,88.482,27.237,551,1.367,135.42,184.45,29,167.55,0.29
December,88.482,27.237,551,1.367,118.67,169.04,29,148.81,0.32
January,89.536,26.39,42,1.367,113.55,153.45,30,122.28,0.43
February,89.536,26.39,42,1.367,139.74,173.25,30,142.01,0.38
March,89.536,26.39,42,1.367,177.37,197.57,30,163.21,0.37
April,89.536,26.39,42,1.367,177.8,176.41,30,132.11,0.45
May,89.536,26.39,42,1.367,158.45,146.91,30,92.05,0.55
June,89.536,26.39,42,1.367,147.59,133.22,30,81.1,0.57
July,89.536,26.39,42,1.367,113.73,103.83,30,46.86,0.72
August,89.536,26.39,42,1.367,155.38,148.61,30,104.58,0.51
September,89.536,26.39,42,1.367,115.95,120.44,30,77.03,0.54
October,89.536,26.39,42,1.367,149.99,182.97,30,164.89,0.32
November,89.536,26.39,42,1.367,136.94,188.44,30,172.68,0.31
December,89.536,26.39,42,1.367,122.11,178.81,30,165.63,0.33
January,90.626,25.853,235,1.367,123.86,170.1,30,145.33,0.38
February,90.626,25.853,235,1.367,145.11,180.95,30,151.45,0.36
March,90.626,25.853,235,1.367,178.88,198.97,30,163.52,0.37
April,90.626,25.853,235,1.367,162,160.23,30,103.31,0.52
May,90.626,25.853,235,1.367,150.34,138.85,30,87.3,0.55
June,90.626,25.853,235,1.367,155.05,138.22,30,98.44,0.51
July,90.626,25.853,235,1.367,119.89,109.67,30,53.78,0.66
August,90.626,25.853,235,1.367,164.16,156.04,30,113.9,0.5
September,90.626,25.853,235,1.367,124.45,129.14,30,81.03,0.53
October,90.626,25.853,235,1.367,151.1,184.08,30,169.17,0.31
November,90.626,25.853,235,1.367,139.23,191.25,30,178.03,0.29
December,90.626,25.853,235,1.367,127.75,187.56,30,178.51,0.29
January,91.224,26.484,45,1.367,104.75,139.78,30,111.11,0.45
February,91.224,26.484,45,1.367,106.6,125.97,30,87.08,0.5
March,91.224,26.484,45,1.367,147,158.94,30,105.38,0.51
April,91.224,26.484,45,1.367,129.95,127.15,30,62.09,0.66
May,91.224,26.484,45,1.367,127.44,118.51,30,62.95,0.64
June,91.224,26.484,45,1.367,122.2,111.62,30,52.98,0.68
July,91.224,26.484,45,1.367,113.11,104.74,30,41.79,0.73
August,91.224,26.484,45,1.367,125.77,119.13,30,69.26,0.66
September,91.224,26.484,45,1.367,93.7,95.44,30,46.38,0.68
October,91.224,26.484,45,1.367,133.4,160.8,30,137.15,0.38
November,91.224,26.484,45,1.367,126.14,169.76,30,150.49,0.35
December,91.224,26.484,45,1.367,116,168.07,30,157.12,0.32
January,92.208,25.631,1009,1.367,122.81,165.56,29,138.04,0.37
February,92.208,25.631,1009,1.367,145.35,178.82,29,144.76,0.36
March,92.208,25.631,1009,1.367,174.03,192,29,148.6,0.39
April,92.208,25.631,1009,1.367,158.3,157.01,29,106.53,0.49
May,92.208,25.631,1009,1.367,147.08,136.78,29,84.96,0.55
June,92.208,25.631,1009,1.367,159.3,143.8,29,98.36,0.51
July,92.208,25.631,1009,1.367,132.78,122.58,29,60.03,0.65
August,92.208,25.631,1009,1.367,175.33,168.73,29,127.82,0.44
September,92.208,25.631,1009,1.367,135.03,140.86,29,91.31,0.5
October,92.208,25.631,1009,1.367,149.19,177.51,29,147.86,0.35
November,92.208,25.631,1009,1.367,134.34,179.76,29,160.18,0.31
December,92.208,25.631,1009,1.367,124.51,177.25,29,162.41,0.3
January,92.771,24.357,100,1.367,131.5,175.22,28,150.32,0.37
February,92.771,24.357,100,1.367,137.96,166.61,28,134.02,0.39
March,92.771,24.357,100,1.367,174.54,191.69,28,152.09,0.39
April,92.771,24.357,100,1.367,166.93,164.66,28,116.75,0.47
May,92.771,24.357,100,1.367,156.18,145.57,28,99.09,0.49
June,92.771,24.357,100,1.367,156.13,141.49,28,91.8,0.54
July,92.771,24.357,100,1.367,147.97,136.73,28,73.66,0.6
August,92.771,24.357,100,1.367,165.87,159.19,28,112.83,0.47
September,92.771,24.357,100,1.367,150.51,157.53,28,112.27,0.46
October,92.771,24.357,100,1.367,135.75,156.31,28,118.52,0.41
November,92.771,24.357,100,1.367,126.62,165.95,28,148.13,0.33
December,92.771,24.357,100,1.367,133.25,188.03,28,180.13,0.28
January,92.665,22.972,148,1.367,134.31,173.62,25,148.53,0.35
February,92.665,22.972,148,1.367,140.61,166.06,25,129.58,0.37
March,92.665,22.972,148,1.367,171.62,185.31,25,137.93,0.41
April,92.665,22.972,148,1.367,177.8,175.37,25,133.65,0.42
May,92.665,22.972,148,1.367,158.27,148.91,25,94.39,0.51
June,92.665,22.972,148,1.367,155.77,143.57,25,80.84,0.57
July,92.665,22.972,148,1.367,151.65,141.65,25,71.66,0.61
August,92.665,22.972,148,1.367,157.34,152.25,25,90.94,0.53
September,92.665,22.972,148,1.367,134.55,138.56,25,79.68,0.55
October,92.665,22.972,148,1.367,131.37,147.2,25,101.12,0.47
November,92.665,22.972,148,1.367,118.78,147.29,25,117.52,0.38
December,92.665,22.972,148,1.367,125.33,165.18,25,143.37,0.33
January,94.072,26.358,108,1.367,117.26,161.17,29,140.14,0.38
February,94.072,26.358,108,1.367,130.49,159.39,29,126.09,0.42
March,94.072,26.358,108,1.367,152.62,167.16,29,120.25,0.46
April,94.072,26.358,108,1.367,134.5,133.07,29,80.91,0.56
May,94.072,26.358,108,1.367,143.32,133.69,29,81.73,0.56
June,94.072,26.358,108,1.367,154.3,139.37,29,91.99,0.55
July,94.072,26.358,108,1.367,126.87,116.21,29,64.19,0.64
August,94.072,26.358,108,1.367,175.36,168.64,29,131.93,0.44
September,94.072,26.358,108,1.367,128.36,133.35,29,87.87,0.54
October,94.072,26.358,108,1.367,145.08,174.7,29,151.46,0.35
November,94.072,26.358,108,1.367,131.65,180.51,29,170.51,0.3
December,94.072,26.358,108,1.367,124.17,181.64,29,176.38,0.3
